date,direction,speed
2015-04-05,159,6.0
2015-04-06,164,7.0
2015-04-07,133,16.0
2015-04-08,157,14.0
2015-04-09,35,11.0
2015-04-10,203,7.0
2015-04-11,112,12.0
2015-04-12,188,11.0
2015-04-13,144,8.0
2015-04-14,196,12.0
2015-04-15,238,13.0
2015-04-16,244,10.0
2015-04-17,311,12.0
2015-04-18,251,16.0
2015-04-19,218,10.0
2015-04-20,163,20.0
2015-04-21,311,16.0
2015-04-22,203,13.0
2015-04-23,228,9.0
2015-04-24,196,19.0
2015-04-25,227,9.0
2015-04-26,211,14.0
2015-04-27,218,11.0
2015-04-28,213,14.0
2015-04-29,162,13.0
2015-04-30,185,11.0
2015-05-01,182,9.0
2015-05-02,150,9.0
2015-05-03,180,15.0
2015-05-04,178,20.0
2015-05-05,218,15.0
2015-05-06,195,14.0
2015-05-07,176,9.0
2015-05-08,211,9.0
2015-05-09,160,7.0
2015-05-10,299,17.0
2015-05-11,233,16.0
2015-05-12,198,23.0
2015-05-13,234,20.0
2015-05-14,247,16.0
2015-05-15,165,8.0
2015-05-16,278,6.0
2015-05-17,288,9.0
2015-05-18,198,16.0
2015-05-19,151,12.0
2015-05-20,242,9.0
2015-05-21,299,18.0
2015-05-22,228,18.0
2015-05-23,217,15.0
2015-05-24,198,10.0
2015-05-25,193,9.0
2015-05-26,87,7.0
2015-05-27,153,10.0
2015-05-28,124,9.0
2015-05-29,140,13.0
2015-05-30,51,12.0
2015-05-31,294,10.0
2015-06-01,203,11.0
2015-06-02,198,13.0
2015-06-03,212,10.0
2015-06-04,275,21.0
2015-06-05,205,12.0
2015-06-06,194,9.0
2015-06-07,191,11.0
2015-06-08,188,18.0
2015-06-09,189,17.0
2015-06-10,224,8.0
2015-06-11,197,11.0
2015-06-12,145,7.0
2015-06-13,202,6.0
2015-06-14,210,11.0
2015-06-15,204,9.0
2015-06-16,164,9.0
2015-06-17,39,10.0
2015-06-18,113,13.0
2015-06-19,97,11.0
2015-06-20,153,11.0
2015-06-21,198,10.0
2015-06-22,161,9.0
2015-06-23,200,8.0
2015-06-24,176,8.0
2015-06-25,184,10.0
2015-06-26,171,16.0
2015-06-27,134,17.0
2015-06-28,201,15.0
2015-06-29,128,10.0
2015-06-30,182,17.0
2015-07-01,135,9.0
2015-07-02,207,9.0
2015-07-03,153,6.0
2015-07-04,143,5.0
2015-07-05,113,8.0
2015-07-06,191,9.0
2015-07-07,213,10.0
2015-07-08,168,8.0
2015-07-09,130,8.0
2015-07-10,168,8.0
2015-07-11,226,8.0
2015-07-12,196,10.0
2015-07-13,190,11.0
2015-07-14,199,9.0
2015-07-15,185,9.0
2015-07-16,170,17.0
2015-07-17,181,25.0
2015-07-18,205,21.0
2015-07-19,250,7.0
2015-07-20,186,6.0
2015-07-21,162,9.0
2015-07-22,222,9.0
2015-07-23,247,6.0
2015-07-24,268,6.0
2015-07-25,233,8.0
2015-07-26,217,9.0
2015-07-27,186,9.0
2015-07-28,176,5.0
2015-07-29,191,7.0
2015-07-30,197,9.0
2015-07-31,185,9.0
2015-08-01,219,8.0
2015-08-02,213,9.0
2015-08-03,197,8.0
2015-08-04,193,8.0
2015-08-05,183,9.0
2015-08-06,199,7.0
2015-08-07,152,8.0
2015-08-08,69,14.0
2015-08-09,190,11.0
2015-08-10,178,9.0
2015-08-11,160,5.0
2015-08-12,191,6.0
2015-08-13,168,8.0
2015-08-14,145,12.0
2015-08-15,74,8.0
2015-08-16,118,9.0
2015-08-17,111,13.0
2015-08-18,254,12.0
2015-08-19,221,7.0
2015-08-20,210,8.0
2015-08-21,142,6.0
2015-08-22,139,7.0
2015-08-23,27,19.0
2015-08-24,27,25.0
2015-08-25,58,21.0
2015-08-26,114,16.0
2015-08-27,61,17.0
2015-08-28,57,12.0
2015-08-29,98,8.0
2015-08-30,49,13.0
2015-08-31,76,8.0
2015-09-01,199,10.0
2015-09-02,114,11.0
2015-09-03,202,9.0
2015-09-04,254,8.0
2015-09-05,163,9.0
2015-09-06,203,9.0
2015-09-07,29,16.0
2015-09-08,42,22.0
2015-09-09,90,28.0
2015-09-10,111,21.0
2015-09-11,250,10.0
2015-09-12,206,12.0
2015-09-13,223,7.0
2015-09-14,204,9.0
2015-09-15,141,9.0
2015-09-16,157,8.0
2015-09-17,197,11.0
2015-09-18,198,12.0
2015-09-19,176,10.0
2015-09-20,179,11.0
2015-09-21,162,8.0
2015-09-22,207,8.0
2015-09-23,178,6.0
2015-09-24,146,8.0
2015-09-25,104,12.0
2015-09-26,120,6.0
2015-09-27,204,6.0
2015-09-28,255,8.0
2015-09-29,303,20.0
